genename,F1,F2,F3,F4,F5,F6,F7,S1,S2,S3,S4,S5,S6,S7,Space
5730455p16rik,0,0,0,0,0,0,0,0.509909667,0.435886302,0.573191281,0.532678611,0.690944247,0.637634875,0.624293215,0
rpp14,0,0,0,0,0,0,0,0.632131092,0.890803938,0.929789408,0.778270213,1.003082614,1.253427105,0.629108794,0
aamp,0,0,0,0,0,0,0,0.309938283,0.272389282,0.287524903,0.256133462,0.216619675,0.381592474,0.259878363,0
trappc13,0,0,0,0,0,0,0,0.534678756,1.203521028,1.233343456,1.149073542,0.822129667,1.538207795,0.442225911,0
1600014c10rik,0,0,0,0,0,0,0,0.925890734,1.019063375,0.807230054,0.948718192,0.514064193,0.496408031,0.704578085,0
gopc,0,0,0,0,0,0,0,0.232752278,0,0.40117071,0.080296807,0.204972072,0.272798866,0.155016522,0
wdr81,0,0,0,0,0,0,0,0.119222856,0,0.106812386,0.109746806,0.069149647,0.125332785,0.124575431,0
pde6d,0,0,0,0,0,0,0,1.657420162,1.499149348,1.488469777,1.683306177,1.527787171,1.667693147,1.718619277,0
usp35,0,0,0,0,0,0,0,0.160499835,0.095847091,0.167435365,0.211318234,0.139039362,0.243629073,0.242870438,0
rundc3a,0,0,0,0,0,0,0,0.252847325,0.485260601,0.310129342,0.261914245,0.204678918,0.166001209,0.203451147,0
pten,0,0,0,0,0,0,0,2.214528286,1.585050116,2.071748356,1.982229716,1.562761818,1.577342388,1.751554797,0
map3k4,0,0,0,0,0,0,0,0.286846674,0.212251611,0.245825768,0.306418815,0.245313765,0.389032419,0.348086022,0
metap2,0,0,0,0,0,0,0,0.785305735,0.700039163,0.72681671,0.732952672,0.763520219,0.653186692,0.722621938,0
ampd3,0,0,0,0,0,0,0,1.030850098,1.122716501,1.311870364,1.156251395,1.017673455,0.83545191,0.888800219,0
serpinb9,0,0,0,0,0,0,0,0.658738317,0.45952276,0.62012798,0.591791624,0.304616416,0.303963329,0.592946503,0
pik3r2,0,0,0,0,0,0,0,0.434495444,0.851643519,0.720953935,0.610448642,0.631277307,0.678991067,0.510523344,0
aip,0,0,0,0,0,0,0,1.219955692,0.974158013,1.251410402,1.675711574,1.414793971,1.194481008,1.263681665,0
atox1,0,0,0,0,0,0,0,1.363303141,1.126708433,1.415073802,1.025378005,1.529013411,0.775704437,0.781094121,0
sod3,0,0,0,0,0,0,0,0.528445909,1.394332999,2.001183823,0.637984478,1.936294453,0.81651428,0.631774487,0
gclm,0,0,0,0,0,0,0,3.180384535,3.282969078,3.804573608,4.073982688,1.996456515,2.228900186,2.763845114,0
vps26c,0,0,0,0,0,0,0,0.746495316,1.610800989,1.132851533,0.70641051,0.917010196,2.532290047,0.52925649,0
ptpn9,0,0,0,0,0,0,0,0.62449926,0.996527485,1.453379072,1.204574144,0.978790647,0.977669699,1.351474358,0
capn1,0,0,0,0,0,0,0,0.560583265,0.888488903,0.874026142,0.627803232,1.031490897,0.519230844,0.485376892,0
folh1,0,0,0,0,0,0,0,0.24875229,0.241648724,0.228964884,0.286924901,0,0.279936781,0.214447618,0
rabep1,0,0,0,0,0,0,0,2.09768698,2.005336072,2.757221074,2.499851538,1.544481505,1.763303711,1.83443619,0
anxa3,0,0,0,0,0,0,0,4.251318262,4.618847819,4.49684521,5.20082633,2.442560629,3.066641605,3.123279406,0
serpini1,0,0,0,0,0,0,0,0.036777138,0.152986301,0.186468179,0.051925182,0.149079118,0,0.077918377,0
fxn,0,0,0,0,0,0,0,0.558430172,1.236930953,1.153925479,1.228082166,0.945735646,0.852758732,0.928411041,0
gamt,0,0,0,0,0,0,0,1.291929138,1.303239982,1.134632256,1.260946194,1.188446579,1.319587732,1.390655144,0
dffa,0,0,0,0,0,0,0,1.099637542,0.761136201,0.750506956,1.321641167,0.610589407,0.557083661,0.756907729,0
tpd52l1,0,0,0,0,0,0,0,0.808565846,0.836800456,0.724291909,0.936221107,1.043513985,0.911748469,1.36173188,0
prkag1,0,0,0,0,0,0,0,0.670118006,0.486975863,0.56229613,0.693086018,0.459109637,0.774527932,0.909417695,0
slk,0,0,0,0,0,0,0,1.233239903,0.793175612,0.801233563,0.881160797,1.236538854,1.392465302,1.288516613,0
tpmt,0,0,0,0,0,0,0,1.038596028,1.226040724,0.926687898,0.999654349,0.986335985,0.979545249,0.840076343,0
supt5h,0,0,0,0,0,0,0,0.437401004,0.192503538,0.309035958,0.248381905,0.286939518,0.146741253,0.202294582,0
chkb,0,0,0,0,0,0,0,1.911805582,1.732477613,1.820461081,1.986651145,1.681926434,1.883617313,1.845625604,0
ptp4a2,0,0,0,0,0,0,0,0.525277302,0.451460506,0.340624568,0.288442674,0.504194391,0,0.553432638,0
nmt1,0,0,0,0,0,0,0,2.162331479,1.602654718,1.66171399,1.865847318,1.803260246,2.01343255,2.305288843,0
pdlim1,0,0,0,0,0,0,0,1.149424413,0.627032341,0.577936598,0.525514228,0.629719464,0.268526756,0.780029775,0
fhl2,0,0,0,0,0,0,0,0.384976516,0.09234534,0.183428362,0.166539097,0.143664793,0.140697316,0.187628867,0
ubr1,0,0,0,0,0,0,0,1.15891211,1.081678064,0.824021021,0.892375776,1.170952552,1.167701408,1.428813615,0
srpk1,0,0,0,0,0,0,0,0.007248121,0.0300748,0.026627669,0.015885631,0.057425464,0,0.034749953,0
smpd2,0,0,0,0,0,0,0,0,0.273606006,0.230922554,0.210171779,0.236099749,0.259943013,0.363165304,0
pfdn2,0,0,0,0,0,0,0,1.12878644,0.846004457,1.326363344,0.689234954,0.834252854,0.907829666,1.005752122,0
cfdp1,0,0,0,0,0,0,0,0.292051265,0.442309716,0.319759951,0.353394274,0.396148246,0.243375225,0.231753978,0
ikbkb,0,0,0,0,0,0,0,0.306304432,0.398240296,0.239010762,0.403870344,0.395069135,0.574992005,0.368337952,0
papss2,0,0,0,0,0,0,0,0.813962781,0.590375005,0.652771732,0.650735677,0.344333241,0.431846506,0.459746627,0
plin4,0,0,0,0,0,0,0,0.116828519,0.587643657,0.629632874,0.737274365,0.149396606,0.147174126,0.174326949,0
shoc2,0,0,0,0,0,0,0,0.375390625,0.117299804,0.127319178,0.240248446,0.33690789,0.206145995,0.381541441,0
axin2,0,0,0,0,0,0,0,0.932635443,0.854594765,0,0.943429414,0.694404647,0,0.600181881,0
becn1,0,0,0,0,0,0,0,1.374613009,0.265864056,0.509799578,0.367167989,0.293168718,0.180016612,0.450178693,0
lamtor3,0,0,0,0,0,0,0,0.260690126,0.477798776,0.459563642,0.206702091,0.721305321,0.195929151,0,0
hsd17b7,0,0,0,0,0,0,0,0,0.049349226,0.037812393,0.170865036,0.078392712,0.022031676,0.106785399,0
birc6,0,0,0,0,0,0,0,0.602403611,0.467372981,0.527045586,0.588401233,0.99907811,1.003799683,0.881261667,0
shd,0,0,0,0,0,0,0,3.283788729,5.218591892,5.23746076,5.655081908,4.256661252,4.586478827,2.232246415,0
cradd,0,0,0,0,0,0,0,0.670650182,0.345268824,0.283900717,0.413437681,0.454239002,0.527453285,0.711040223,0
arl6,0,0,0,0,0,0,0,0.53208794,0.331936318,0.355386252,0.367813172,0.491155797,0.481996827,0.660356018,0
rbbp9,0,0,0,0,0,0,0,4.187513566,3.95423957,3.617167387,4.048172353,3.802714449,4.339716696,3.581220854,0
hdac3,0,0,0,0,0,0,0,0,0,0.070898643,0.065120978,0.016335001,0,0.066676202,0
lin7b,0,0,0,0,0,0,0,1.85375727,1.458826707,2.059923496,1.390395514,1.281915327,1.140097987,1.552207875,0
gnpda1,0,0,0,0,0,0,0,2.959595546,3.97329103,4.102717331,3.712613898,2.756847936,2.456708208,2.737948292,0
gcat,0,0,0,0,0,0,0,0.764038578,0.797848174,0.595294907,1.062262994,0.846965664,0.963585752,0.851306435,0
cpd,0,0,0,0,0,0,0,0.083480789,0,0.223809546,0.135130792,0,0.182602584,0.153213285,0
pde4a,0,0,0,0,0,0,0,1.24960441,1.310444045,1.35926394,1.597793198,1.029054327,1.323078771,1.470028785,0
rbm3,0,0,0,0,0,0,0,0.11603826,0,0.062663016,0.123656517,0.148104306,0.074895051,0.080771994,0
c3,0,0,0,0,0,0,0,1.443067402,0,0.098123554,0.254678091,0.034923099,0.453486046,0.36705638,0
araf,0,0,0,0,0,0,0,0.503260993,0.457716577,0.588201996,0.881598689,0.466603746,0.378614251,0.792515772,0
s100a4,0,0,0,0,0,0,0,1.269938891,0.870626886,0.985946247,0.981653142,0.59215342,1.006011085,0.669702841,0
sparc,0,0,0,0,0,0,0,0,0.982676294,0.946072525,1.303067018,0.913417803,1.311713522,1.049104698,0
ttr,0,0,0,0,0,0,0,1.868601517,0.697990103,0.642266576,0.22116749,0.488654961,0.511034809,0.341978686,0
serpina1a,0,0,0,0,0,0,0,2.755837896,0.245984229,0.317683908,0.316423135,0.247906524,0.435726078,0.43483824,0
serpina3k,0,0,0,0,0,0,0,2.822023333,0.417406544,0.956362821,0.643222539,0.517546654,0.555151602,0.400632303,0
phkg1,0,0,0,0,0,0,0,1.15514187,1.181158342,1.128933038,1.494017636,0.965847953,0.971925666,0.934550342,0
nudt10,0,0,0,0,0,0,0,0.898154383,0.685494927,0.669018937,0.815185948,0.690009688,0.798350328,0.889495165,0
prkg1,0,0,0,0,0,0,0,0,0.280044804,0,0.141672511,0.314330176,0.195427622,0.164133683,0
anxa1,0,0,0,0,0,0,0,0.338781499,0.419029074,0.302026355,0.327017558,0.278629769,0.217714417,0.259714267,0
alad,0,0,0,0,0,0,0,2.203148597,1.668612096,2.149756025,2.084159657,1.871749954,2.264123546,1.809946212,0
agt,0,0,0,0,0,0,0,0.963198044,5.86320015,0.608470724,0.49633611,0.396491229,0.881496087,0.731001842,0
nudt19,0,0,0,0,0,0,0,0.14291999,0.381458873,0.329804159,0.26882551,0.244399351,0.405265113,0.254853888,0
umps,0,0,0,0,0,0,0,1.181397798,1.217257008,0.995767287,1.322066115,1.524431658,1.41380074,1.130735366,0
bpgm,0,0,0,0,0,0,0,3.204390971,1.288150609,1.444228073,1.442284525,1.089185232,1.004472277,1.175396006,0
gstm2,0,0,0,0,0,0,0,0.357251751,0.194986784,0.158649015,0.323168895,0.225367756,0.392034689,0.281339015,0
ca3,0,0,0,0,0,0,0,0.182371939,0.391268006,0.432735222,0.36645701,0.293446183,0.165638862,0.205946548,0
lamp2,0,0,0,0,0,0,0,0,0.533556002,0.292363859,0.312041618,0.229851674,0.193971664,0.101777885,0
selenbp1,0,0,0,0,0,0,0,4.646514321,4.494504662,3.411720296,5.143827517,3.062776218,3.980276223,3.55771104,0
pcna,0,0,0,0,0,0,0,0.133826924,0.806327743,1.089228098,0.303274982,0.832688897,0.183144558,0,0
tmsb4x,0,0,0,0,0,0,0,0.107817842,0.096313472,0.077216612,0.088231695,0.197111832,0.067303305,0,0
gc,0,0,0,0,0,0,0,1.071508233,0.027523415,0.071098141,0.147504407,0.086097913,0.182807994,0.220651307,0
serpina1b,0,0,0,0,0,0,0,5.704379747,0.340958671,0.732596601,0.656434059,0.218335788,0.443286969,0.487610636,0
cbl,0,0,0,0,0,0,0,0.9307249,0.920111191,1.18536437,1.098423651,0.874642018,0.710338774,0.8246641,0
hmbs,0,0,0,0,0,0,0,0.228459441,0.164468649,0.147982856,0.161366,0.165387977,0.219653891,0.194197425,0
pnp,0,0,0,0,0,0,0,5.115217106,5.640485419,2.807980675,5.657720616,2.142300686,4.489023616,2.969166741,0
glb1,0,0,0,0,0,0,0,0.648303286,0.707820289,0.717372156,0.404673798,1.607028871,0.70516959,0.371242947,0
ces1c,0,0,0,0,0,0,0,4.3042887,0.371485558,0.544549097,0.35070681,0.316414776,0.241470374,0.294558222,0
capg,0,0,0,0,0,0,0,1.514029409,1.843958519,1.480160802,1.998674087,1.110618502,0.588604816,0.83993082,0
impdh2,0,0,0,0,0,0,0,1.280473545,1.77354011,1.660813132,1.952871744,1.694775142,1.310897984,1.577025986,0
acp2,0,0,0,0,0,0,0,0.101253472,1.036703837,0.589522783,0.190502536,0,0.077892655,0.13523535,0
col8a2,0,0,0,0,0,0,0,0.954469626,0.6419044,0,1.087395612,0.839517627,0.812448525,0.706039148,0
chga,0,0,0,0,0,0,0,0.800009975,0.236052731,0.303702802,0.557278755,0.237965293,0.30702173,0.429336163,0
pik3r1,0,0,0,0,0,0,0,0.546717857,0.597177754,0.5342548,0.508299433,0.794634066,0.691302107,0.469211628,0
ca8,0,0,0,0,0,0,0,1.965140943,0.307734192,0.42788457,0.421157671,5.561048411,3.806064095,0.620977081,0
atxn10,0,0,0,0,0,0,0,2.576471307,1.611979637,2.000034829,2.253345969,2.544845443,2.720610614,2.738672142,0
marcksl1,0,0,0,0,0,0,0,0,0.092899007,0.091045362,0.074961441,0.093649723,0.071198512,0.050530039,0
hexa,0,0,0,0,0,0,0,0.655955005,1.012761806,0.784015465,1.072014314,0.642099198,0.599652561,0.740553468,0
hmgb2,0,0,0,0,0,0,0,1.151666122,0.539114516,1.030901859,1.088769197,0.589310633,0.520858802,0.820843166,0
akt1,0,0,0,0,0,0,0,0.704555276,0.584713078,0.713916657,0.809339748,0.575680536,0.633678309,0.686386943,0
kif5a,0,0,0,0,0,0,0,0.894801551,0.959609226,1.734641086,1.188299494,0.868636478,1.288573427,1.331485954,0
ptk2,0,0,0,0,0,0,0,2.564174937,1.538140343,1.614473852,1.373141422,3.174826021,2.512502145,2.541104468,0
usp4,0,0,0,0,0,0,0,1.068629738,0.9965854,1.122591077,1.106567827,1.075075077,1.247604875,1.039441044,0
cpox,0,0,0,0,0,0,0,0.477316464,1.077841522,0.760325549,0.91737668,0.874781082,0.756283825,0.782274263,0
ppm1b,0,0,0,0,0,0,0,1.358537397,1.218593435,1.215601741,1.073569803,1.31211524,1.470160129,1.404468336,0
tagln,0,0,0,0,0,0,0,0.672004829,0.278239739,0.527576829,0.409954757,0.323964055,0.298961959,0.418330773,0
csk,0,0,0,0,0,0,0,1.471897603,1.936656483,1.927194713,1.730337448,1.869762397,1.409346854,1.708460654,0
stat3,0,0,0,0,0,0,0,0.906334325,1.336690623,0.992828063,1.266236611,1.070615668,1.256986722,1.242336808,0
stat5b,0,0,0,0,0,0,0,0.483304631,0.647112843,0.629916921,0.558148564,0.56997732,0.542341638,0.615131181,0
vps4b,0,0,0,0,0,0,0,1.453820766,2.093707341,2.79584122,3.038388354,2.424000714,1.939405016,2.304056132,0
fdx1,0,0,0,0,0,0,0,0.197844109,0.172809254,0.129508159,0.15536346,0.243126763,0.231476117,0.216379071,0
brcc3,0,0,0,0,0,0,0,0.862130073,0.651264792,0.795263993,0.878018664,0.735660238,0.573816213,0.672540078,0
gfpt1,0,0,0,0,0,0,0,1.696855204,2.25573699,2.279210656,2.320991446,1.529374477,1.830167837,1.718538862,0
scg3,0,0,0,0,0,0,0,0.448400172,1.58646258,0.524784124,0.51038107,0.558832849,0.211766388,0.286656068,0
crkl,0,0,0,0,0,0,0,2.097911528,2.262197497,2.09660148,2.643271089,2.12056557,2.568987556,2.199031739,0
eif1,0,0,0,0,0,0,0,4.20991289,4.022601437,2.622122198,3.01588976,2.960866612,3.683388042,3.410676985,0
tbca,0,0,0,0,0,0,0,0.894063925,0.878772695,1.756208386,0.417710853,0.631050812,0.854696002,1.054665084,0
ppp3cc,0,0,0,0,0,0,0,0.088566492,0.308956353,0.598397923,0.137014655,2.070400369,0.641595047,0.23409635,0
ptpre,0,0,0,0,0,0,0,0,0,0.450605758,0.342329339,0.379805108,0.516705723,0.325649444,0
pcyt1a,0,0,0,0,0,0,0,0.176866243,0.39689392,0.506271879,0.488052812,0.568503667,0.339615433,0.48258828,0
arsa,0,0,0,0,0,0,0,1.015929339,0.952410716,1.155823869,0.92015126,1.184566702,1.017502001,1.229254176,0
arsb,0,0,0,0,0,0,0,1.213173396,1.281842716,1.413461108,0.908587819,1.212750994,1.252151741,1.540479459,0
tub,0,0,0,0,0,0,0,0.467890317,0.615141141,0.489832689,0.512780189,0.30010066,0,0.409700529,0
cast,0,0,0,0,0,0,0,0.308775554,0.648708845,0.337250471,0.40423371,0.359230456,0.377051753,0.306946763,0
uros,0,0,0,0,0,0,0,1.598369899,0.971032946,0.796828775,0.86819607,1.228665891,1.332889806,1.281677363,0
dynlt1,0,0,0,0,0,0,0,0.089284482,0.081454976,0.289382839,0.098875561,0.036315785,0,0.129617935,0
hdgf,0,0,0,0,0,0,0,1.009332849,1.036297819,1.027583089,0.898475797,1.068044453,1.023137468,0.865332909,0
usp10,0,0,0,0,0,0,0,0.707236105,0.491040555,0.569555281,0.623246518,0.589825126,0.584862356,0.689462128,0
rabggtb,0,0,0,0,0,0,0,0.993130549,0.628167958,0.891019872,0.743788793,0.500833833,0.466724174,0.640854458,0
nub1,0,0,0,0,0,0,0,0.099575491,0.059570918,0.171898292,0.102279348,0.062683024,0.120421946,0.053506956,0
faf1,0,0,0,0,0,0,0,1.243968817,0.863873492,0.824198274,0.75401695,0.681985654,0.534613043,1.015677742,0
tango2,0,0,0,0,0,0,0,1.092775085,0.990654452,0.777031514,0.807649091,0.94154398,0.995230079,1.070059609,0
ptpn5,0,0,0,0,0,0,0,3.261387945,0.953410376,1.603419004,1.908997482,1.154576048,1.833088347,2.480846207,0
rab8a,0,0,0,0,0,0,0,0.941052948,1.352629202,1.260343387,1.26382291,1.68963227,1.131275715,1.073840747,0
adk,0,0,0,0,0,0,0,10.41868954,10.05617863,10.01040363,11.4512916,8.548544641,8.197158695,9.67449823,0
gfer,0,0,0,0,0,0,0,0.616298761,0.859432896,0.743182476,0.672380744,0.813859693,0.537861523,0.504635176,0
nudt2,0,0,0,0,0,0,0,3.362723526,3.171289983,2.965244597,2.044125507,2.071727077,2.353691453,2.459204181,0
cda,0,0,0,0,0,0,0,0.327886151,0.63902491,4.133366067,0.016428641,0.790853774,0.094949849,0.244848295,0
pdcd5,0,0,0,0,0,0,0,4.568392571,3.337628282,3.700804615,3.518021822,3.443849256,4.162535251,4.286422007,0
znrd2,0,0,0,0,0,0,0,0.544386378,0.774441022,0.73237101,0.935806525,0.716074725,0.612795616,0.625305345,0
paxbp1,0,0,0,0,0,0,0,7.144436918,4.363269151,7.940618337,6.263066132,7.651733741,8.230316713,6.652234017,0
tbc1d10a,0,0,0,0,0,0,0,1.121421488,0.937224485,1.37848854,1.013675297,0.829986794,0.492357016,0.666418731,0
vps33b,0,0,0,0,0,0,0,1.123816706,1.050475213,1.18780271,1.344947608,1.019433191,1.154628578,1.299155252,0
cpne2,0,0,0,0,0,0,0,1.887705606,2.72725417,2.484739268,2.410599061,1.802809465,2.310101282,2.207373908,0
nploc4,0,0,0,0,0,0,0,1.245910074,1.506895848,1.447391617,1.613426091,1.195729624,1.154855685,1.299592646,0
ensa,0,0,0,0,0,0,0,1.998299712,0.283055256,1.628596323,0.518498014,0.469823805,0.607950705,0.673555445,0
ube2d1,0,0,0,0,0,0,0,1.375655466,0.69500909,0.681025569,0.580797963,0.805202651,0.879942139,1.113940473,0
abce1,0,0,0,0,0,0,0,2.836045292,2.410875669,2.443029659,2.882148673,2.814748437,2.839768018,2.651800509,0
psme3,0,0,0,0,0,0,0,0.590392366,0.627543739,0.628773906,0.642043682,0.685519491,0.553463616,0.528053272,0
pcbd1,0,0,0,0,0,0,0,1.40419592,1.102960272,1.123539566,1.310094359,0.586013493,0.835839329,1.15468434,0
naa20,0,0,0,0,0,0,0,0.730699842,0.66538111,0.675860841,0.963802038,0.803568205,1.329432432,1.036992811,0
vbp1,0,0,0,0,0,0,0,1.622512084,1.071535403,1.39941592,1.055517352,1.156576938,1.282834648,1.305980491,0
ap1s1,0,0,0,0,0,0,0,1.295495996,1.217504011,1.332234168,1.359098805,1.300176489,1.085284174,1.339909833,0
timm13,0,0,0,0,0,0,0,0,0.77214758,0.777862901,0.46130043,0.922219653,0.527340889,0.433608413,0
ube2g1,0,0,0,0,0,0,0,0.953327241,0.967064997,0.652165983,1.044132066,1.160515813,0.880834893,0.811926144,0
ube2h,0,0,0,0,0,0,0,0.632236189,0.604105085,0.563351979,0.726583427,0.618955246,0.590507975,0.776681792,0
rps29,0,0,0,0,0,0,0,1.189260625,0.717306613,1.788853691,1.350984496,0.886573329,0.75066243,0.781180069,0
lsm6,0,0,0,0,0,0,0,0.369108088,0.1123208,0.316156474,0.199278967,0.126373029,0.068542281,0.208457151,0
tbpl1,0,0,0,0,0,0,0,0.98210617,0.895132947,0.660852198,0.592930422,0.932370972,0.982713529,0.66978979,0
polr2g,0,0,0,0,0,0,0,0.131143388,0.163362182,0.110200674,0.072339248,0,0.049127815,0.073687747,0
ppp2cb,0,0,0,0,0,0,0,1.814223821,2.143082218,1.272586389,1.349273928,1.273289958,1.428952269,1.412975809,0
mtpn,0,0,0,0,0,0,0,3.49488007,1.505499269,2.955893942,2.069487465,1.476397203,1.799202159,1.801997757,0
rbx1,0,0,0,0,0,0,0,0.587819188,0.362270453,0.487086344,0.521262813,0.572047816,0.327232631,0.452678406,0
rpl39,0,0,0,0,0,0,0,3.932617865,3.504092434,4.127387084,3.746711894,4.388429889,2.952705353,3.770843606,0
crabp1,0,0,0,0,0,0,0,0.524248225,0,0.297114446,0.695251344,0,0.332568316,0.501589897,0
tle5,0,0,0,0,0,0,0,0.346154267,0.366975134,0.675353603,0.505807313,0.505878446,0.336680472,0.47868702,0
eif4e,0,0,0,0,0,0,0,1.018218305,0.993921104,1.343578665,1.129251488,0.718102204,0.531456207,0.721694696,0
ube2b,0,0,0,0,0,0,0,0.631985367,1.0103021,0.738075358,0.967957582,0.786121982,0.932635749,0.951260053,0
sumo1,0,0,0,0,0,0,0,0.932081979,0.3371785,0.43611692,0.729145356,0.347972296,0.527739173,0.517617378,0
pkia,0,0,0,0,0,0,0,0.643982624,0.884890727,0.485161221,1.084336875,0.856566913,1.03099725,0.474487738,0
ube2i,0,0,0,0,0,0,0,2.905490446,2.873523688,3.384479196,2.508890237,2.939780413,3.891079524,2.741565186,0
lxn,0,0,0,0,0,0,0,6.966783754,5.310651027,7.27151901,7.109996346,4.906432846,4.010389402,5.059313712,0
map2k6,0,0,0,0,0,0,0,2.443692694,0.972430528,1.375153767,1.522163075,2.135879573,2.043277476,2.162576694,0
pkn1,0,0,0,0,0,0,0,0.57916941,1.928972911,2.291467966,0.798019821,2.02582219,0.600710525,0.540857808,0
vamp7,0,0,0,0,0,0,0,0,0.843687879,0.645934864,0.281060751,0.228695316,0.17608976,0.244348455,0
ctps2,0,0,0,0,0,0,0,1.41125665,1.626006962,1.226095742,1.353104201,0.809077887,1.203494852,1.181586287,0
smad1,0,0,0,0,0,0,0,0.16356894,0.150001953,0.149311032,0.232556289,0.328561865,0.288590682,0.28306016,0
bcl2l2,0,0,0,0,0,0,0,0.967700984,1.359129809,1.472302256,1.148792195,1.171063111,1.011623752,1.392510568,0
bid,0,0,0,0,0,0,0,0.437565918,0.366450125,0.587291301,0.845639613,0.114377075,0.142219592,0.296173315,0
vasp,0,0,0,0,0,0,0,0.269376092,0.23274459,0.214160957,0.24190881,0.183336006,0.184560795,0.15963336,0
casp3,0,0,0,0,0,0,0,0.516992749,0.381166833,0.298091905,0.363364832,0.433973783,0.516857795,0.610302062,0
urod,0,0,0,0,0,0,0,2.26224703,1.377665978,1.741152487,1.708639672,1.747707337,1.792147939,1.745290105,0
ctps1,0,0,0,0,0,0,0,1.303284135,1.316702814,1.236417102,1.251015313,1.633194007,1.423552281,1.352136631,0
ptprn2,0,0,0,0,0,0,0,0.204683302,0.077777207,0.328435199,0.193032328,0.256709737,0.312829219,0.316963393,0
renbp,0,0,0,0,0,0,0,0.132620983,0,0.108617726,0.08811433,0.012877641,0.044802462,0.084148005,0
wnk1,0,0,0,0,0,0,0,0.555407229,0.388477124,0.825867167,0.935181635,0.551055087,0.558962239,0.648981874,0
phf5a,0,0,0,0,0,0,0,0.092325701,0,0.048660218,0.03479583,0,0.020492954,0.038223109,0
tubg1,0,0,0,0,0,0,0,0.995813385,0.695058444,0.951230946,1.073568397,1.025774534,1.368024639,1.325352658,0
arf5,0,0,0,0,0,0,0,1.250517442,0.926916562,1.040783522,1.116031358,1.288579065,1.629527189,1.517797811,0
stac,0,0,0,0,0,0,0,1.634726712,1.310460085,1.294690815,2.858480417,1.18158787,1.74571581,0,0
nxn,0,0,0,0,0,0,0,0.459241938,0.482885337,0.700314886,0.629154387,0.468870684,0.694936091,0.580756321,0
s100a13,0,0,0,0,0,0,0,1.103705436,0.533208824,1.214441922,0.289489993,0.407604065,0.406481918,0.832167213,0
sms,0,0,0,0,0,0,0,2.078886748,1.082469047,1.043419824,1.346712643,1.4051679,1.557643013,1.743111373,0
anxa11,0,0,0,0,0,0,0,2.991936285,1.711003617,2.215042117,2.322538969,1.872051211,2.200106723,2.278008135,0
anxa4,0,0,0,0,0,0,0,0.470566433,0.549648081,0.600672518,0.753644885,0.353617323,0.463381956,0.38509879,0
ppp4c,0,0,0,0,0,0,0,0.613636907,0.303597686,0.178528326,0.581117377,0.292006688,0.535921314,0.697878766,0
cpt1a,0,0,0,0,0,0,0,0.555109514,0.454217072,0.29970154,0.461085321,0.455663636,0.543837784,0.071848224,0
thumpd3,0,0,0,0,0,0,0,0.645600986,0.545526478,0.516671888,0.51781251,0.513352963,0.613386185,0.674010913,0
map4k4,0,0,0,0,0,0,0,0.542803899,0.863702062,1.019788459,1.031058232,0.608517182,0.443234556,0.62229627,0
dtymk,0,0,0,0,0,0,0,0.483058066,0.657637463,0.764984828,0.870712787,0.580775788,0.665726353,0.622960133,0
rab33a,0,0,0,0,0,0,0,1.153317631,1.206956026,1.359028418,1.307040893,1.165495314,1.137566141,1.611069769,0
xdh,0,0,0,0,0,0,0,0.616819867,0.476612147,0.497025099,0.334968939,0.259034312,0,0.463116802,0
apoa1,0,0,0,0,0,0,0,13.94704136,0,0.749791118,0.517189905,0.47611344,0.598971863,0.728354809,0
serpina1d,0,0,0,0,0,0,0,5.142913131,0.703537782,0.814058121,1.016976962,0.331639765,0.759134511,0.589273448,0
rbp1,0,0,0,0,0,0,0,2.235732373,2.450233738,1.672580948,1.879606949,1.564576871,1.183649861,2.188042597,0
chat,0,0,0,0,0,0,0,1.562287384,1.596297393,1.645567837,1.597423066,1.112756246,1.736238223,1.306692921,0
mark3,0,0,0,0,0,0,0,0.481363678,0.21311252,0.513478362,0.40374478,0.299188364,0.223925134,0.311153168,0
serpina3m,0,0,0,0,0,0,0,0.170635099,0.052608706,0.065870755,0.074836639,0.054677841,0.070415321,0.087105864,0
rela,0,0,0,0,0,0,0,0.354509402,0.530151543,0.491850252,0.418035391,0.173932526,0,0.275264734,0
smpd1,0,0,0,0,0,0,0,0.822778476,0.796373785,0.573312478,0.64927032,1.011629023,0.867641206,0.725188673,0
cdk16,0,0,0,0,0,0,0,0.930119618,0.692590024,0.913910877,1.165561134,0.583656104,0.585289941,0.901092127,0
rnf123,0,0,0,0,0,0,0,0.613718284,0.531923293,0.698177915,0.646344116,0.769424628,0.625061102,0.738185474,0
larp7,0,0,0,0,0,0,0,0.328997334,0.181082826,0.18506905,0.192759561,0.261626869,0.234155849,0.347434169,0
eif5b,0,0,0,0,0,0,0,0.543375608,0.894319831,1.08953855,0.714524584,0.621578831,0.769988903,0.645303698,0
acads,0,0,0,0,0,0,0,0.898357339,1.211338784,0.913690134,0.911682984,0.981707975,1.10199642,0.977261603,0
bax,0,0,0,0,0,0,0,0.869873874,0.979975908,0.625417106,0.772359883,1.310517622,1.196415339,0.912753962,0
fbln1,0,0,0,0,0,0,0,0.342698072,0.524516953,0.423476158,0.318271127,0,0.221099963,0.278913212,0
cpne7,0,0,0,0,0,0,0,0.931058559,0.709372643,0.904279421,1.015089058,0.613455508,0.569724141,0.848211059,0
ppp4r2,0,0,0,0,0,0,0,0.399471807,0.024578454,0.201415659,0.219314798,0.28383,0.081080245,0.039234786,0
